name,run_id,created_at,model_name,task_name,data_split_seed,validation_metric,validation_crps,validation_rmse,test_crps,test_rmse,fitting_time_s,validation_prediction_time_s,test_prediction_time_s,validation_fixed_effect_residual_rmse,fixed_effect_type,feature_dimension,best_boosting_round,model.train_params.learning_rate,model.train_params.lambda_l2,model.train_params.min_data_in_leaf,model.train_params.num_leaves,model.train_params.max_bin,model.train_params.max_depth,model.np_params.dropout,model.np_train_params.learning_rate,model.np_train_params.epochs_per_round,model.lgbm_params.learning_rate,model.lgbm_params.lambda_l2,model.lgbm_params.min_data_in_leaf,model.lgbm_params.num_leaves,model.lgbm_params.max_bin,model.lgbm_params.max_depth,epochs_trained,model.params.dropout
anpboost-in_context-steps_2D-seed1,mb8h0suv,2026-07-22T01:38:39Z,anpboost,in_context,1,rmse,0.5000697916666667,0.8899976278403031,0.5036080403645833,0.8935355182517267,6815.097474813461,6.474939584732056,5.340031385421753,1.7058148012549348,steps,2,238.0,,,,,,,0.2,7.309539835912905e-05,10.0,0.0383962929980417,1.0,10.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed1,mt2mypo8,2026-07-22T09:52:09Z,anpboost,in_context,1,rmse,0.5637346354166667,1.00107118793654,0.5657319010416667,1.001531283294211,1902.7716302871704,8.300940036773682,8.47606348991394,2.271184540451192,steps,2,15.0,,,,,,,0.2,6.83631406502272e-05,20.0,0.768810680147495,1.0,100.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed1,n2pnxo6f,2026-07-22T21:42:05Z,anpboost,in_context,1,rmse,0.5047494466145833,0.8966659113397951,0.5087222981770834,0.90224202033465,4984.517399072647,7.404653072357178,7.23963189125061,1.8841612870743063,steps,2,162.0,,,,,,,0.2,0.0001077955162095,10.0,0.0754992854618303,0.0,10.0,16.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed1,peiex3hx,2026-07-23T05:08:36Z,anpboost,in_context,1,rmse,0.49900458984375,0.8863761334357022,0.5004600260416666,0.8861482687904788,4857.8427102565765,5.895186901092529,5.23832106590271,1.5813177676864147,steps,2,188.0,,,,,,,0.2,0.0002213282815989,10.0,0.0152199142675109,0.0,100.0,16.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed1,pijl0aub,2026-07-23T09:54:21Z,anpboost,in_context,1,rmse,0.5000060546875,0.8885991526541951,0.5011376627604167,0.8884291991332207,7193.309606552124,5.772801876068115,5.113865613937378,1.5612031798299533,steps,2,168.0,,,,,,,0.2,8.111144333995501e-05,20.0,0.0123280038313677,1.0,10.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed1,q3mi9kdw,2026-07-22T05:34:20Z,anpboost,in_context,1,rmse,0.504337890625,0.8954664988976933,0.5053142578125,0.8946968907682495,3718.726936340332,5.7187888622283936,6.622305870056152,1.374253825908059,steps,2,67.0,,,,,,,0.0,4.589824181495648e-05,20.0,0.2878805718308923,1.0,1000.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed1,uvbislle,2026-07-22T10:24:59Z,anpboost,in_context,1,rmse,0.5020132161458334,0.8933071362777297,0.5070333333333333,0.8994309169425057,2811.8030037879944,7.558391094207764,8.304113388061523,1.39683641283344,steps,2,112.0,,,,,,,0.0,0.0001656260589333,5.0,0.655438234354628,0.0,20.0,4.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed1,vcwre8z1,2026-07-22T11:13:17Z,anpboost,in_context,1,rmse,0.495063671875,0.8776387048948483,0.4978419921875,0.8807005519370535,6099.23446893692,7.00359034538269,6.907177209854126,1.6079495089485552,steps,2,111.0,,,,,,,0.2,0.0001849521658972,20.0,0.0438086761972578,0.0,20.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed1,vpoc1fab,2026-07-22T04:58:13Z,anpboost,in_context,1,rmse,0.561461328125,0.9952403635084188,0.5640497395833334,0.996999516197389,2133.4335482120514,7.0057148933410645,5.940837383270264,1.919610538506804,steps,2,26.0,,,,,,,0.2,1.913588048769229e-05,20.0,0.3503398491158687,0.0,10.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed1,wrjyomrr,2026-07-22T15:53:38Z,anpboost,in_context,1,rmse,0.4954650390625,0.8784543381261583,0.5013957356770833,0.8859280431487191,5085.94565653801,7.162712097167969,6.304818868637085,1.6001583606809011,steps,2,94.0,,,,,,,0.2,0.0006756608892518,20.0,0.0718403263658167,0.0,10.0,16.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed1,ywmdf6uf,2026-07-22T18:05:12Z,anpboost,in_context,1,rmse,0.5268689453125,0.9369620438257964,0.52976171875,0.939230789887458,3086.0225648880005,5.4505767822265625,6.2978129386901855,2.5401348644923223,steps,2,90.0,,,,,,,0.2,0.0001053621921034,10.0,0.2534741961949762,1.0,1000.0,16.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,0fkgv1nk,2026-07-24T13:48:59Z,anpboost,in_context,2,rmse,0.4980031901041666,0.8856548017000951,0.5040419921875,0.8985301457567255,4099.074092626572,5.126272678375244,4.021128416061401,1.5601849297161745,steps,2,259.0,,,,,,,0.2,0.0002910635913133,5.0,0.0130667392380532,0.0,100.0,4.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,14ikdkyp,2026-07-24T21:07:22Z,anpboost,in_context,2,rmse,0.5682014322916666,1.009365676943797,0.574219921875,1.0196883694178889,1337.3371329307556,3.486520528793335,4.009867906570435,2.581889931982212,steps,2,18.0,,,,,,,0.2,6.83631406502272e-05,20.0,0.768810680147495,1.0,100.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,3r7c2i2s,2026-07-25T03:23:54Z,anpboost,in_context,2,rmse,0.5335938802083333,0.9470818184305064,0.5394009440104167,0.9588661558351064,5745.581259489059,4.18411922454834,4.461994409561157,1.6451930898415,steps,2,251.0,,,,,,,0.2,1.1508017135300922e-05,10.0,0.0179523383684912,1.0,20.0,16.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,62eov1ux,2026-07-25T05:00:08Z,anpboost,in_context,2,rmse,0.5038779296875,0.8967962608854779,0.5108559895833333,0.909353419663133,3820.739187479019,5.166453361511231,4.730959177017212,1.812461799442124,steps,2,158.0,,,,,,,0.2,0.0001077955162095,10.0,0.0754992854618303,0.0,10.0,16.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,806e309g,2026-07-25T07:33:17Z,anpboost,in_context,2,rmse,0.51840478515625,0.9202262011603972,0.5217944661458334,0.9273618205289074,2650.7685272693634,3.861645460128784,4.420323610305786,1.401959989265844,steps,2,166.0,,,,,,,0.0,1.3840044764106206e-05,5.0,0.7593823221110972,0.0,1000.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,9gsqqp2s,2026-07-24T17:19:30Z,anpboost,in_context,2,rmse,0.5015233072916667,0.8934778895137719,0.50781083984375,0.9056757354673016,1475.707887172699,4.088656902313232,4.269502878189087,1.4643072969992874,steps,2,53.0,,,,,,,0.0,0.0008692991511139,10.0,0.1569639638866114,0.0,1000.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,9tewsgs1,2026-07-24T20:44:52Z,anpboost,in_context,2,rmse,0.50141845703125,0.8914031601942,0.5074054036458333,0.903335343709497,1322.6386516094208,3.448515653610229,4.3798668384552,1.5540910439152442,steps,2,82.0,,,,,,,0.0,0.0001848449172098,5.0,0.6097025297491431,1.0,10.0,16.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,cc7edl5e,2026-07-25T14:02:35Z,anpboost,in_context,2,rmse,0.5184622395833334,0.9213591432383448,0.5268729166666667,0.9361272926090553,3068.2519483566284,3.620957374572754,3.4958667755126958,1.5224342651035965,steps,2,80.0,,,,,,,0.0,3.7275559646016336e-05,20.0,0.0105756957788887,0.0,100.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,cie7qx6u,2026-07-25T14:54:09Z,anpboost,in_context,2,rmse,0.4960715494791666,0.882082370423863,0.5029041666666667,0.8948100527876839,6854.555334806442,3.2012743949890137,2.4822933673858643,1.5570087501785017,steps,2,219.0,,,,,,,0.2,8.111144333995501e-05,20.0,0.0123280038313677,1.0,10.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,cs1xjx16,2026-07-24T21:57:46Z,anpboost,in_context,2,rmse,0.4961475260416667,0.8818483108809568,0.5022246744791666,0.8936568639888711,4647.050586223602,3.9361979961395264,4.2385783195495605,1.6054041464402335,steps,2,126.0,,,,,,,0.2,0.0001849521658972,20.0,0.0438086761972578,0.0,20.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,cugt0ovx,2026-07-25T11:03:36Z,anpboost,in_context,2,rmse,0.4978753580729166,0.8869378029847204,0.5022104817708334,0.8955398153288138,2938.678693532944,4.204625844955444,3.9695792198181152,1.543757409134077,steps,2,123.0,,,,,,,0.2,0.0002213282815989,10.0,0.0152199142675109,0.0,100.0,16.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,em3i5hko,2026-07-25T02:39:51Z,anpboost,in_context,2,rmse,0.53386533203125,0.9488786880361256,0.538423046875,0.9573919540546596,2614.934359073639,4.115573406219482,4.338579177856445,3.129053420255861,steps,2,102.0,,,,,,,0.2,0.0001053621921034,10.0,0.2534741961949762,1.0,1000.0,16.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,f0x04yfg,2026-07-24T19:01:05Z,anpboost,in_context,2,rmse,0.5089895833333333,0.9032032158521476,0.5118854817708334,0.9098597782305468,6199.790917396545,4.108413219451904,4.288836240768433,1.4527779060067063,steps,2,174.0,,,,,,,0.0,1.1241862095793047e-05,20.0,0.0425316236379087,1.0,100.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,h5qz17v1,2026-07-24T14:57:50Z,anpboost,in_context,2,rmse,0.5026593098958333,0.8973634250181124,0.5086838216145834,0.9074768402415064,5655.458265304565,3.6248936653137207,4.133401155471802,1.6979054435283782,steps,2,257.0,,,,,,,0.2,7.309539835912905e-05,10.0,0.0383962929980417,1.0,10.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,h7gyoquf,2026-07-25T16:48:48Z,anpboost,in_context,2,rmse,0.499308984375,0.8888857176603064,0.5088127604166667,0.9065936741634376,1527.9125788211825,2.994738340377808,3.239314556121826,1.506451238046677,steps,2,121.0,,,,,,,0.0,0.0008887704677237,5.0,0.0415963508411869,0.0,1000.0,4.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,hw6p22sj,2026-07-24T17:44:37Z,anpboost,in_context,2,rmse,0.5612811848958333,0.9948959856307246,0.5683810546875,1.0078618554532996,1425.5312130451202,3.740155458450317,2.8507630825042725,1.8251084133233408,steps,2,20.0,,,,,,,0.2,1.913588048769229e-05,20.0,0.3503398491158687,0.0,10.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,l2ckja6o,2026-07-24T16:32:33Z,anpboost,in_context,2,rmse,0.4992045572916667,0.8875428845493614,0.5050878255208333,0.8994928914955049,2734.8094346523285,4.096205711364746,4.1799681186676025,1.8728096169519857,steps,2,177.0,,,,,,,0.2,0.0008536189862866,5.0,0.2335963502626159,0.0,100.0,4.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,nk7wzk65,2026-07-25T00:28:35Z,anpboost,in_context,2,rmse,0.5424551432291667,0.962787241937569,0.547137890625,0.9728845205212212,1579.5333650112152,4.271414279937744,4.521119356155396,2.428219951448232,steps,2,94.0,,,,,,,0.2,0.0001251605833757,5.0,0.2656797431288616,1.0,100.0,4.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,npbganzf,2026-07-25T09:52:07Z,anpboost,in_context,2,rmse,0.50028720703125,0.8907664182468551,0.5059555338541667,0.903274957560582,4260.122148036957,4.525681734085083,4.842373371124268,1.6149316681997834,steps,2,107.0,,,,,,,0.2,0.0001024482973264,20.0,0.0600348399921965,1.0,1000.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,ojlkl40z,2026-07-25T02:11:15Z,anpboost,in_context,2,rmse,0.5135460286458333,0.9127736111280234,0.5210037109375,0.9267788613260644,1687.1757822036743,4.647167444229126,5.1514317989349365,1.5202977936399071,steps,2,28.0,,,,,,,0.0,0.0001380773171791,20.0,0.0190619809185539,1.0,10.0,16.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,pyrq0h35,2026-07-25T06:55:04Z,anpboost,in_context,2,rmse,0.5107795572916667,0.9078600404949492,0.5224946614583333,0.9278414009771138,2263.798007965088,4.473799467086792,4.681834936141968,1.5027030635749992,steps,2,86.0,,,,,,,0.0,8.878664758716842e-05,10.0,0.0222025951448105,0.0,20.0,16.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,qcvpbkej,2026-07-25T00:55:23Z,anpboost,in_context,2,rmse,0.4970622395833333,0.8824630075582942,0.4980736979166666,0.8861863361179647,1556.9250466823578,4.217362403869629,4.110698461532593,1.3250360662690166,steps,2,56.0,,,,,,,0.0,0.0008831228248242,10.0,0.3887072196612053,1.0,100.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,sx4l6if1,2026-07-25T11:53:03Z,anpboost,in_context,2,rmse,0.4966967447916666,0.8828057055508395,0.5027547200520833,0.8920522895822719,6119.164076566696,4.163890361785889,4.004889249801636,1.3666673116160448,steps,2,167.0,,,,,,,0.0,1.4730368526805258e-05,20.0,0.2585142302046639,1.0,10.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,t3wbhezk,2026-07-25T09:34:43Z,anpboost,in_context,2,rmse,0.58032890625,1.0284143007427606,0.5894445963541667,1.0447952068292738,1015.5761623382568,4.527809858322144,4.103852033615112,2.065406188179676,steps,2,6.0,,,,,,,0.2,3.6649592076212935e-05,20.0,0.9572167377160832,0.0,100.0,16.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,v89tzab3,2026-07-25T06:04:18Z,anpboost,in_context,2,rmse,0.5059538736979167,0.8994298762847053,0.511709765625,0.9116941605974992,3016.9665491580963,4.301691770553589,4.60544228553772,1.77293295314511,steps,2,121.0,,,,,,,0.2,0.0002091196066971,10.0,0.1284423092280945,0.0,100.0,4.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,vjxo7n83,2026-07-24T21:30:06Z,anpboost,in_context,2,rmse,0.500174609375,0.8888131074144485,0.5057971354166667,0.8994271856928701,1633.316384792328,3.679508686065674,3.905189037322998,1.542058439150899,steps,2,110.0,,,,,,,0.0,0.0001656260589333,5.0,0.655438234354628,0.0,20.0,4.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,we9a8n4x,2026-07-25T13:35:30Z,anpboost,in_context,2,rmse,0.50847060546875,0.904321854228074,0.5163001302083333,0.919971992122516,1596.5262234210968,4.269692659378052,4.278954744338989,1.5250863691313148,steps,2,25.0,,,,,,,0.0,0.0003583387974072,20.0,0.0166876416291958,0.0,10.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,wuv73y5a,2026-07-24T23:15:40Z,anpboost,in_context,2,rmse,0.4998443033854167,0.8877802799796989,0.5036489908854167,0.8965316184120103,1317.5312247276306,4.280201196670532,4.37575101852417,1.321266209988527,steps,2,47.0,,,,,,,0.0,0.0007472397689332,10.0,0.7069476197217992,0.0,20.0,16.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,xmfwlor5,2026-07-25T01:21:47Z,anpboost,in_context,2,rmse,0.4928568359375,0.8766382031564968,0.4986118815104167,0.8886460461620428,2939.7618746757507,4.11206316947937,4.302346706390381,1.5874537328261544,steps,2,66.0,,,,,,,0.2,0.0006756608892518,20.0,0.0718403263658167,0.0,10.0,16.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,y71afban,2026-07-24T23:38:05Z,anpboost,in_context,2,rmse,0.49981044921875,0.8857049064661667,0.5090887369791667,0.9025465168148104,3002.4156515598297,4.553824186325073,4.049520254135132,1.4083159672028147,steps,2,70.0,,,,,,,0.0,4.764963542138518e-05,20.0,0.5945287330479982,0.0,100.0,16.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,ydjkar5z,2026-07-24T18:08:50Z,anpboost,in_context,2,rmse,0.5027810546875,0.8921640732560807,0.5097385416666667,0.9049198170289856,3106.7466263771057,4.561678409576416,4.41655421257019,1.379368697604326,steps,2,70.0,,,,,,,0.0,4.589824181495648e-05,20.0,0.2878805718308923,1.0,1000.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed2,zuqa4ijt,2026-07-25T08:17:55Z,anpboost,in_context,2,rmse,0.5135585611979167,0.9129177236935302,0.5188725911458333,0.9216668111498348,4578.643685340881,4.422109127044678,4.335977077484131,1.4994519026400353,steps,2,118.0,,,,,,,0.0,1.5905817778820346e-05,20.0,0.0138796110793157,1.0,20.0,16.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,1tlmg23i,2026-07-20T11:01:58Z,anpboost,in_context,3,rmse,0.5842372395833333,1.0394109868292554,0.5853286458333333,1.0384237363956983,834.3190965652466,2.3008952140808105,1.943941593170166,2.1798556480248044,steps,2,10.0,,,,,,,0.2,6.83631406502272e-05,20.0,0.768810680147495,1.0,100.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,20up8gqy,2026-07-20T19:24:35Z,anpboost,in_context,3,rmse,0.5112339192708333,0.9073367475517872,0.5160662760416667,0.9158028510021152,2855.86460351944,2.789382219314575,2.4878392219543457,1.2133402951553014,steps,2,293.0,,,,,,,0.0,1.3840044764106206e-05,5.0,0.7593823221110972,0.0,1000.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,3h2flfho,2026-07-20T15:05:58Z,anpboost,in_context,3,rmse,0.523482421875,0.9305918605458376,0.52623330078125,0.934930887672414,1529.2083292007446,2.606574773788452,2.888177394866944,1.5423545290012035,steps,2,38.0,,,,,,,0.0,0.0001380773171791,20.0,0.0190619809185539,1.0,10.0,16.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,4a8ppy7h,2026-07-20T09:32:57Z,anpboost,in_context,3,rmse,0.5173918619791666,0.9187153879800276,0.5185196614583333,0.9206641507473444,4238.625815629959,2.8291943073272705,2.7756130695343018,1.456910394790206,steps,2,150.0,,,,,,,0.0,1.1241862095793047e-05,20.0,0.0425316236379087,1.0,100.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,4qwwd9xe,2026-07-20T06:45:17Z,anpboost,in_context,3,rmse,0.5078716796875,0.9038147798288376,0.5112732096354167,0.9092611908631284,3147.21394777298,2.0320730209350586,2.462848424911499,1.7600922632317126,steps,2,242.0,,,,,,,0.2,7.309539835912905e-05,10.0,0.0383962929980417,1.0,10.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,673frntt,2026-07-21T03:21:44Z,anpboost,in_context,3,rmse,0.51066826171875,0.908543058582318,0.5156643880208334,0.9169448206293136,1329.5383715629578,2.56334924697876,3.2010273933410645,1.5542550848167662,steps,2,117.0,,,,,,,0.0,0.0008887704677237,5.0,0.0415963508411869,0.0,1000.0,4.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,7i8cmpj2,2026-07-20T13:20:28Z,anpboost,in_context,3,rmse,0.5351173177083334,0.9511142703995408,0.5365994791666666,0.9532144961512984,1767.5378367900848,2.4211173057556152,2.269295215606689,4.181541207085875,steps,2,164.0,,,,,,,0.2,0.0001251605833757,5.0,0.2656797431288616,1.0,100.0,4.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,al5g77n5,2026-07-20T20:12:57Z,anpboost,in_context,3,rmse,0.5188042643229167,0.9181156949862348,0.5229013671875,0.9251824659314482,5047.582764625549,2.1276185512542725,2.3619601726531982,1.5108121221845408,steps,2,185.0,,,,,,,0.0,1.5905817778820346e-05,20.0,0.0138796110793157,1.0,20.0,16.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,bkfcls8g,2026-07-20T17:29:24Z,anpboost,in_context,3,rmse,0.5091938802083333,0.9045680562007914,0.5155991536458333,0.9164385281369976,2531.5703177452087,2.355720996856689,2.467601776123047,1.9383533484529285,steps,2,153.0,,,,,,,0.2,0.0001077955162095,10.0,0.0754992854618303,0.0,10.0,16.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,cya4o2v1,2026-07-20T14:13:58Z,anpboost,in_context,3,rmse,0.4987772135416666,0.8852432185521277,0.5015805989583333,0.8886392794463224,3097.531090736389,2.2810490131378174,2.61064076423645,1.5660504961743666,steps,2,101.0,,,,,,,0.2,0.0006756608892518,20.0,0.0718403263658167,0.0,10.0,16.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,d4mdg5a3,2026-07-20T10:43:59Z,anpboost,in_context,3,rmse,0.5082068684895833,0.9019242446294544,0.5139848307291667,0.9104946373152544,1056.6297237873075,2.6561920642852783,2.6814582347869877,1.299672503032173,steps,2,88.0,,,,,,,0.0,0.0001848449172098,5.0,0.6097025297491431,1.0,10.0,16.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,ea6boh40,2026-07-20T21:50:14Z,anpboost,in_context,3,rmse,0.5012211588541666,0.8919210417438638,0.5067804361979167,0.9005993896384499,4019.806588411331,2.2194085121154785,2.795124769210815,1.7326117128664016,steps,2,136.0,,,,,,,0.2,0.0001024482973264,20.0,0.0600348399921965,1.0,1000.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,eo7d72z4,2026-07-20T18:11:58Z,anpboost,in_context,3,rmse,0.5031626953125,0.8958420774450813,0.5073136067708334,0.901367068519624,2578.569406986237,1.9624910354614256,2.830646753311157,1.7621257767556515,steps,2,156.0,,,,,,,0.2,0.0002091196066971,10.0,0.1284423092280945,0.0,100.0,4.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,ewv879h0,2026-07-20T08:03:34Z,anpboost,in_context,3,rmse,0.5057172526041667,0.8946004644641156,0.5087200520833334,0.8986434348961816,1589.4277896881104,2.6188039779663086,2.6052823066711426,1.4604904997940986,steps,2,89.0,,,,,,,0.0,0.0008692991511139,10.0,0.1569639638866114,0.0,1000.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,j0i6wdyj,2026-07-20T07:38:06Z,anpboost,in_context,3,rmse,0.4998264322916667,0.8900185737371324,0.5055794596354166,0.8996150574594978,1504.894478559494,2.5482192039489746,2.766711950302124,1.766244732517413,steps,2,140.0,,,,,,,0.2,0.0008536189862866,5.0,0.2335963502626159,0.0,100.0,4.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,jt6xyov0,2026-07-20T08:30:26Z,anpboost,in_context,3,rmse,0.5744522135416666,1.018330647407984,0.5794447916666666,1.026320848157639,1213.2665753364563,2.6039788722991943,2.500136375427246,2.0032138124976293,steps,2,24.0,,,,,,,0.2,1.913588048769229e-05,20.0,0.3503398491158687,0.0,10.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,k97v3ynx,2026-07-20T18:55:21Z,anpboost,in_context,3,rmse,0.5164613932291666,0.9176843525468358,0.5185044270833333,0.9195739715863198,1695.352831363678,2.6736063957214355,2.606386184692383,1.531854040955704,steps,2,96.0,,,,,,,0.0,8.878664758716842e-05,10.0,0.0222025951448105,0.0,20.0,16.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,ky94oihs,2026-07-20T21:37:30Z,anpboost,in_context,3,rmse,0.59278828125,1.0510608002904107,0.5955227213541666,1.0545285905738155,740.9450664520264,2.523925304412842,2.501100540161133,1.8483786571636749,steps,2,5.0,,,,,,,0.2,3.6649592076212935e-05,20.0,0.9572167377160832,0.0,100.0,16.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,miat0ed8,2026-07-20T11:33:58Z,anpboost,in_context,3,rmse,0.4979858072916667,0.8850071569885956,0.4995670572916666,0.8879392366689636,3315.098473072052,2.479102611541748,2.611227035522461,1.6176953709677742,steps,2,112.0,,,,,,,0.2,0.0001849521658972,20.0,0.0438086761972578,0.0,20.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,mppw1ymq,2026-07-20T12:46:57Z,anpboost,in_context,3,rmse,0.50522490234375,0.8963774576855322,0.50518310546875,0.8964149250036749,1987.129081487656,2.801231861114502,2.282301187515259,1.4239143581260625,steps,2,58.0,,,,,,,0.0,4.764963542138518e-05,20.0,0.5945287330479982,0.0,100.0,16.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,mx9bfql9,2026-07-20T11:16:15Z,anpboost,in_context,3,rmse,0.5070176432291666,0.9008945797897272,0.5120272135416667,0.9101731580132106,1039.356059551239,2.786839246749878,2.728603839874268,1.5705775667333068,steps,2,88.0,,,,,,,0.0,0.0001656260589333,5.0,0.655438234354628,0.0,20.0,4.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,nfljto4e,2026-07-20T15:31:50Z,anpboost,in_context,3,rmse,0.537526171875,0.9551996297623736,0.5387210286458334,0.9563355025419285,2169.567796230316,2.777783155441284,2.486870288848877,3.4767822614774384,steps,2,122.0,,,,,,,0.2,0.0001053621921034,10.0,0.2534741961949762,1.0,1000.0,16.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,rsxwuano,2026-07-20T23:42:03Z,anpboost,in_context,3,rmse,0.5020303059895833,0.8898896988825986,0.5025368489583333,0.8915814833005329,4202.131193637848,1.8332703113555908,1.845259666442871,1.3138713318619024,steps,2,154.0,,,,,,,0.0,1.4730368526805258e-05,20.0,0.2585142302046639,1.0,10.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,sv8z23jt,2026-07-20T13:50:20Z,anpboost,in_context,3,rmse,0.5043348307291666,0.8931609977915895,0.50854375,0.9007892574521876,1390.131910085678,2.7087202072143555,2.602948904037476,1.3555687397420269,steps,2,75.0,,,,,,,0.0,0.0008831228248242,10.0,0.3887072196612053,1.0,100.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,t1xnr9ux,2026-07-20T12:29:35Z,anpboost,in_context,3,rmse,0.5083296875,0.9028408902934882,0.51209482421875,0.9093063795101328,1018.9431946277618,2.363605260848999,2.5142884254455566,1.3247027338915611,steps,2,46.0,,,,,,,0.0,0.0007472397689332,10.0,0.7069476197217992,0.0,20.0,16.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,ta1llbi8,2026-07-21T02:07:22Z,anpboost,in_context,3,rmse,0.50106435546875,0.8916783970138445,0.5054848958333333,0.8981669700587358,4440.539117336273,1.8869163990020752,1.836127996444702,1.5800242619729876,steps,2,155.0,,,,,,,0.2,8.111144333995501e-05,20.0,0.0123280038313677,1.0,10.0,8.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,tjjoepur,2026-07-20T22:57:38Z,anpboost,in_context,3,rmse,0.5022234049479166,0.8943029488541127,0.5044221354166667,0.8971424000287116,2642.2280349731445,2.743013620376587,2.863893508911133,1.5700736711265035,steps,2,160.0,,,,,,,0.2,0.0002213282815989,10.0,0.0152199142675109,0.0,100.0,16.0,255.0,-1.0,,
anpboost-in_context-steps_2D-seed3,uuvutb6p,2026-07-20T06:26:34Z,anpboost,in_context,3,rmse,0.5073680013020834,0.9039480044060042,0.5119462239583333,0.9100316990256104,1103.1364092826843,1.0458884239196775,1.2267415523529053,1.5744738299540006,steps,2,183.0,,,,,,,0.2,0.0002910635913133,5.0,0.0130667392380532,0.0,100.0,4.0,255.0,-1.0,,
