name,run_id,created_at,model_name,task_name,data_split_seed,validation_metric,validation_crps,validation_rmse,test_crps,test_rmse,fitting_time_s,validation_prediction_time_s,test_prediction_time_s,validation_fixed_effect_residual_rmse,best_boosting_round,model.train_params.learning_rate,model.train_params.lambda_l2,model.train_params.min_data_in_leaf,model.train_params.num_leaves,model.train_params.max_bin,model.train_params.max_depth,model.np_params.dropout,model.np_train_params.learning_rate,model.np_train_params.epochs_per_round,model.lgbm_params.learning_rate,model.lgbm_params.lambda_l2,model.lgbm_params.min_data_in_leaf,model.lgbm_params.num_leaves,model.lgbm_params.max_bin,model.lgbm_params.max_depth,epochs_trained,model.params.dropout
anpboost-in_context-protein-seed0,6u79zw0j,2026-07-21T09:30:15Z,anpboost,in_context,0,rmse,0.1445981168580803,0.2269733985829854,0.1442636363597697,0.2267531904196739,376.02714109420776,0.3849773406982422,0.3829350471496582,3.4549144104695,159.0,,,,,,,0.2,0.0003013710908533,5.0,0.0130634630331783,0.0,10.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed0,8hycdi0a,2026-07-21T11:30:33Z,anpboost,in_context,0,rmse,0.3080641716614833,0.3167105063835976,0.3067038665665151,0.310128548220373,77.08572268486023,0.3649296760559082,0.354006290435791,3.270643098521841,11.0,,,,,,,0.2,1.5820851730418417e-05,5.0,0.0450196136386975,1.0,100.0,16.0,255.0,-1.0,,
anpboost-in_context-protein-seed0,9w0dr6pt,2026-07-21T11:12:10Z,anpboost,in_context,0,rmse,0.1971398330316311,0.2445896493545676,0.1945797790633676,0.2374385555494941,348.3142988681793,0.3170332908630371,0.3025310039520263,3.721225113129488,150.0,,,,,,,0.2,0.0001181285816262,5.0,0.0610030224551816,0.0,10.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed0,ahjjhf3o,2026-07-21T11:02:38Z,anpboost,in_context,0,rmse,0.148939564668343,0.2192644731520096,0.1487363489662728,0.2196955471512722,538.7991557121277,0.3490777015686035,0.3518650531768799,3.439946164800365,130.0,,,,,,,0.2,0.0001496922341954,10.0,0.0831211929407696,1.0,1000.0,4.0,255.0,-1.0,,
anpboost-in_context-protein-seed0,ap5ht76t,2026-07-21T08:49:11Z,anpboost,in_context,0,rmse,0.2036974305475215,0.2211015198299173,0.2023672841567195,0.2173239428227139,214.38759088516235,0.3538599014282226,0.3595936298370361,3.439946164800365,80.0,,,,,,,0.0,0.0001721990923545,5.0,0.1380161223304589,0.0,1000.0,16.0,255.0,-1.0,,
anpboost-in_context-protein-seed0,b52tgcbo,2026-07-21T10:44:55Z,anpboost,in_context,0,rmse,0.2221678158962768,0.2153973533077571,0.2208499974905406,0.2112351279585184,1057.1590797901154,0.3515117168426513,0.3547768592834472,2.904545528387924,148.0,,,,,,,0.0,1.2904721633073898e-05,20.0,0.2325748079967941,0.0,100.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed0,bp4r8sow,2026-07-21T08:21:32Z,anpboost,in_context,0,rmse,0.2971977938343008,0.2969290253745291,0.2977983694043309,0.2985044101280033,69.72124218940735,0.3566036224365234,0.3620457649230957,1.7122845750415512,7.0,,,,,,,0.2,1.090384328196852e-05,5.0,0.7717846862118062,0.0,20.0,4.0,255.0,-1.0,,
anpboost-in_context-protein-seed0,cxbpf5xb,2026-07-21T09:36:47Z,anpboost,in_context,0,rmse,0.1739939845812861,0.3079384070539027,0.1680144034196275,0.298515316094695,267.35931181907654,0.3619580268859863,0.3397378921508789,3.444752214600752,53.0,,,,,,,0.2,0.000956484407922,10.0,0.0109977032995056,0.0,100.0,4.0,255.0,-1.0,,
anpboost-in_context-protein-seed0,dldvqash,2026-07-21T10:22:31Z,anpboost,in_context,0,rmse,0.209775911390989,0.2436233430351809,0.2076996859773111,0.2373892425376774,489.65636014938354,0.3417403697967529,0.3412821292877197,4.009719860709652,118.0,,,,,,,0.2,5.4597054376998136e-05,10.0,0.1053508308667582,0.0,20.0,4.0,255.0,-1.0,,
anpboost-in_context-protein-seed0,e7oe8lyg,2026-07-21T11:22:29Z,anpboost,in_context,0,rmse,0.1249823354262508,0.2219382741285633,0.122060277320782,0.2168955380652319,477.043550491333,0.3470830917358398,0.3394484519958496,3.4405755907482862,111.0,,,,,,,0.2,0.0004276097878757,10.0,0.0133482983182945,0.0,100.0,4.0,255.0,-1.0,,
anpboost-in_context-protein-seed0,ekgjclw6,2026-07-21T08:22:48Z,anpboost,in_context,0,rmse,0.1414590563092913,0.2226878690078767,0.1400685925101569,0.220575014564843,641.3569486141205,0.365732192993164,0.3449575901031494,3.518155623546785,169.0,,,,,,,0.2,0.0001381635682257,10.0,0.0261669745608544,1.0,20.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed0,f2z4ddkc,2026-07-21T12:24:21Z,anpboost,in_context,0,rmse,0.2226319861328975,0.2136732352461742,0.2223896132944353,0.214145544724878,517.2077901363373,0.3813221454620361,0.3523657321929931,2.8679917602796863,235.0,,,,,,,0.0,3.1392574253118284e-05,5.0,0.1121865737283773,0.0,10.0,4.0,255.0,-1.0,,
anpboost-in_context-protein-seed0,g5sf3k3e,2026-07-21T09:41:21Z,anpboost,in_context,0,rmse,0.1317362037685274,0.2215000726302005,0.131711168986995,0.2220680571123555,1830.6150567531583,0.3073666095733642,0.2900075912475586,3.5041816647577826,130.0,,,,,,,0.2,0.0002371245680478,10.0,0.0322020325894309,1.0,100.0,16.0,255.0,-1.0,,
anpboost-in_context-protein-seed0,h8anqnqb,2026-07-21T08:36:39Z,anpboost,in_context,0,rmse,0.1535100405224524,0.2209131977319894,0.1515005756338299,0.2171982757506051,228.2548704147339,0.365114688873291,0.3339300155639648,3.4040201131473347,45.0,,,,,,,0.0,0.0004548624208721,10.0,0.2953847324956156,0.0,20.0,4.0,255.0,-1.0,,
anpboost-in_context-protein-seed0,ixr4nwe3,2026-07-21T09:12:18Z,anpboost,in_context,0,rmse,0.1718847228259575,0.2205021051857353,0.1727805287165093,0.2259726165497531,249.7794542312622,0.3460266590118408,0.326460599899292,3.4376618321089523,49.0,,,,,,,0.0,0.0002780425090632,10.0,0.0105542692281163,1.0,20.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed0,k86mbos6,2026-07-21T11:31:56Z,anpboost,in_context,0,rmse,0.2246808307926829,0.2175678442163935,0.2234264865569536,0.2150519167080981,796.4616756439209,0.37778639793396,0.3567540645599365,3.316720893666301,104.0,,,,,,,0.0,1.702035422361917e-05,20.0,0.0657821692431908,1.0,20.0,16.0,255.0,-1.0,,
anpboost-in_context-protein-seed0,kcpza8f0,2026-07-21T11:45:19Z,anpboost,in_context,0,rmse,0.2454691365205452,0.2956199866591371,0.2454673820256356,0.2985514953973321,185.4646577835083,0.3278112411499023,0.3526017665863037,3.882246589555482,28.0,,,,,,,0.2,0.0001082971516786,10.0,0.2589103504433043,0.0,20.0,16.0,255.0,-1.0,,
anpboost-in_context-protein-seed0,lf91q6ef,2026-07-21T11:48:31Z,anpboost,in_context,0,rmse,0.2312740099970056,0.2313925191863204,0.229944421854584,0.2295736117998636,364.9097752571106,0.3630151748657226,0.3699746131896972,2.317911085446508,158.0,,,,,,,0.0,3.9184339457363744e-05,5.0,0.7978205565731539,1.0,100.0,16.0,255.0,-1.0,,
anpboost-in_context-protein-seed0,mft9evby,2026-07-21T12:01:54Z,anpboost,in_context,0,rmse,0.1973419521743827,0.2325592587953406,0.1960775926968777,0.2286245161615128,1340.9328317642212,0.3239212036132812,0.3047668933868408,3.439946164800365,198.0,,,,,,,0.2,2.017016316297149e-05,20.0,0.0582929613195039,1.0,1000.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed0,r4v3fj83,2026-07-21T09:16:35Z,anpboost,in_context,0,rmse,0.1183401898639958,0.2133884506529394,0.11695495632052,0.2098450129692983,814.2022016048431,0.3433241844177246,0.3441064357757568,3.439946164800365,110.0,,,,,,,0.2,0.0002563473332261,20.0,0.1427109105814198,1.0,1000.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed0,r6t94j9p,2026-07-21T10:17:14Z,anpboost,in_context,0,rmse,0.1635119640868715,0.2863040490365753,0.1664890927304789,0.2931579983147035,238.94227933883667,0.3601846694946289,0.3392276763916015,3.4410613582669547,92.0,,,,,,,0.2,0.0008392140711648,5.0,0.0107859712708854,0.0,10.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed0,rbxwhtok,2026-07-21T08:13:38Z,anpboost,in_context,0,rmse,0.1249302322440861,0.2198533726002319,0.1256853096991881,0.2204989936587744,468.2145233154297,0.3704557418823242,0.3578324317932129,3.5387406323828854,115.0,,,,,,,0.2,0.0003600091192911,10.0,0.083744968684368,0.0,100.0,16.0,255.0,-1.0,,
anpboost-in_context-protein-seed0,sgmqbtle,2026-07-21T07:56:21Z,anpboost,in_context,0,rmse,0.12075535844012,0.2137888154201752,0.1195741547109358,0.2131592319643963,1010.0270199775696,0.3216133117675781,0.3032174110412597,3.523124484199747,132.0,,,,,,,0.2,0.0001605191133358,20.0,0.0750195444362012,1.0,20.0,4.0,255.0,-1.0,,
anpboost-in_context-protein-seed0,sqc7yr3y,2026-07-21T11:54:42Z,anpboost,in_context,0,rmse,0.1954169788427054,0.2159784580632719,0.1939915248325892,0.2125789794984398,425.9257650375366,0.3588831424713135,0.3565256595611572,3.34070603085296,101.0,,,,,,,0.0,7.917412954846521e-05,10.0,0.1011064623519062,0.0,20.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed0,vn5sxsjq,2026-07-21T08:52:52Z,anpboost,in_context,0,rmse,0.2104794439123067,0.211504803994434,0.2090566282903691,0.2072438310427418,1159.5487294197085,0.3737356662750244,0.3594508171081543,3.3914147110314747,170.0,,,,,,,0.0,1.5865500409725956e-05,20.0,0.019901994840577,0.0,100.0,4.0,255.0,-1.0,,
anpboost-in_context-protein-seed0,vsvageh8,2026-07-21T08:33:36Z,anpboost,in_context,0,rmse,0.2627875962739207,0.2890477247392206,0.2637888944938207,0.2949044214406152,95.08243155479433,0.3280565738677978,0.3308610916137695,3.5683082306107536,2.0,,,,,,,0.2,0.0004385170256085,10.0,0.8972612866432508,1.0,20.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed0,xisms56p,2026-07-21T10:30:47Z,anpboost,in_context,0,rmse,0.2187062904809825,0.2141431438564932,0.2185405106494651,0.2158515948386505,839.4751198291779,0.3521604537963867,0.3545136451721191,2.3429798645463777,229.0,,,,,,,0.0,1.8406671834517417e-05,10.0,0.3476654204795515,0.0,20.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed0,ygdvdgae,2026-07-21T10:12:09Z,anpboost,in_context,0,rmse,0.2007800643867732,0.2122113349536677,0.2007100839648097,0.214371388214076,298.4185235500336,0.3675730228424072,0.3474493026733398,3.329322857774321,64.0,,,,,,,0.0,0.0001083323625032,10.0,0.1351582698334605,0.0,100.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,023urdn2,2026-07-21T15:33:54Z,anpboost,in_context,1,rmse,0.1875516047461107,0.2243332078440804,0.1917184038860042,0.2338949453147163,281.00810980796814,0.3150010108947754,0.3150637149810791,3.449714677895118,116.0,,,,,,,0.0,0.0001721990923545,5.0,0.1380161223304589,0.0,1000.0,16.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,0hxxcvjz,2026-07-21T17:59:21Z,anpboost,in_context,1,rmse,0.2105404657769286,0.237969419606401,0.2136025113095805,0.2424816149281413,1057.8718197345734,0.3464565277099609,0.3666191101074219,3.449714677895118,150.0,,,,,,,0.2,2.017016316297149e-05,20.0,0.0582929613195039,1.0,1000.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,22ihgic8,2026-07-21T17:16:03Z,anpboost,in_context,1,rmse,0.2550465520666036,0.3027976132910685,0.2608295998922208,0.3184595627093681,113.63834023475648,0.367194652557373,0.3567230701446533,3.546720028179182,33.0,,,,,,,0.2,0.0001181285816262,5.0,0.0610030224551816,0.0,10.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,3g8u55a2,2026-07-21T16:43:22Z,anpboost,in_context,1,rmse,0.2329936143828601,0.2313239484127887,0.2366820212440623,0.242132646175709,566.6801645755768,0.3625619411468506,0.3570578098297119,2.610878636348851,151.0,,,,,,,0.0,1.8406671834517417e-05,10.0,0.3476654204795515,0.0,20.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,4ayshm3n,2026-07-21T17:45:15Z,anpboost,in_context,1,rmse,0.2234178735819428,0.2272850086352041,0.2263554961839204,0.2331647642701135,430.7855670452118,0.307291030883789,0.3009798526763916,2.304278959494814,203.0,,,,,,,0.0,3.9184339457363744e-05,5.0,0.7978205565731539,1.0,100.0,16.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,533nptct,2026-07-21T17:21:39Z,anpboost,in_context,1,rmse,0.1292392584504981,0.2283350933941282,0.1337902653923433,0.238557004170843,471.448620557785,0.3570113182067871,0.3418307304382324,3.463302335321248,117.0,,,,,,,0.2,0.0004276097878757,10.0,0.0133482983182945,0.0,100.0,4.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,63urdk5v,2026-07-21T15:12:47Z,anpboost,in_context,1,rmse,0.1663104333113295,0.2346727389975346,0.1703118480456415,0.2418858923409327,452.3834662437439,0.3650319576263428,0.3692359924316406,3.5386539635811527,111.0,,,,,,,0.2,0.0001381635682257,10.0,0.0261669745608544,1.0,20.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,7ift3ur3,2026-07-21T15:03:59Z,anpboost,in_context,1,rmse,0.1301576335255692,0.2263215655621555,0.1354081290108817,0.237551313515293,449.21139454841614,0.3774709701538086,0.3549447059631347,3.516128340651885,112.0,,,,,,,0.2,0.0003600091192911,10.0,0.083744968684368,0.0,100.0,16.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,8h4x47m6,2026-07-21T17:42:46Z,anpboost,in_context,1,rmse,0.2662222061423059,0.3060098672970952,0.271901831809652,0.3206953773710063,107.39595365524292,0.2746117115020752,0.3090584278106689,3.57464351106864,7.0,,,,,,,0.2,0.0001082971516786,10.0,0.2589103504433043,0.0,20.0,16.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,8syv334c,2026-07-21T15:38:41Z,anpboost,in_context,1,rmse,0.2359359820960706,0.2245047318782193,0.2403165039700498,0.2361943870722547,581.6132912635803,0.3395676612854004,0.3480658531188965,3.4004803309427616,72.0,,,,,,,0.0,1.5865500409725956e-05,20.0,0.019901994840577,0.0,100.0,4.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,9f4yx2im,2026-07-21T17:18:03Z,anpboost,in_context,1,rmse,0.188108803087826,0.2318535768144054,0.1920447931057069,0.2407145869158718,209.8283421993256,0.3756334781646729,0.3547346591949463,3.445186281355775,41.0,,,,,,,0.0,0.0002507518284371,10.0,0.0302023368339538,1.0,10.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,ayhli7ac,2026-07-21T15:20:26Z,anpboost,in_context,1,rmse,0.2642836819957773,0.2978515325847605,0.2700207673714136,0.3138612691771991,90.04180097579956,0.3663618564605713,0.3352291584014892,3.514053428885187,2.0,,,,,,,0.2,0.0004385170256085,10.0,0.8972612866432508,1.0,20.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,d0grwz0e,2026-07-21T17:31:03Z,anpboost,in_context,1,rmse,0.2303486269110171,0.2275334812640269,0.2340843918431511,0.2390678515478127,690.6458787918091,0.3622288703918457,0.3552958965301513,3.32084529850875,90.0,,,,,,,0.0,1.702035422361917e-05,20.0,0.0657821692431908,1.0,20.0,16.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,ernxvw0d,2026-07-21T15:23:20Z,anpboost,in_context,1,rmse,0.1288762375037429,0.2241656067741054,0.1332771287977903,0.2345708597777056,399.7608151435852,0.3884625434875488,0.367532730102539,3.59393174580412,97.0,,,,,,,0.0,0.0004548624208721,10.0,0.2953847324956156,0.0,20.0,4.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,fw5cl2ug,2026-07-21T16:18:29Z,anpboost,in_context,1,rmse,0.1815220105108068,0.2211046374622487,0.1855494004093396,0.2318517982404127,417.1030123233795,0.3725595474243164,0.3621399402618408,3.409158964538349,102.0,,,,,,,0.0,0.0001083323625032,10.0,0.1351582698334605,0.0,100.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,gqcbuzfx,2026-07-21T14:54:38Z,anpboost,in_context,1,rmse,0.1470986143637201,0.2229935726912599,0.1546028150498659,0.2416881260545697,552.2874443531036,0.376554012298584,0.3506991863250732,3.5278120938657325,65.0,,,,,,,0.2,0.0001605191133358,20.0,0.0750195444362012,1.0,20.0,4.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,grk3mtpy,2026-07-21T15:11:35Z,anpboost,in_context,1,rmse,0.2963776272763774,0.2963463697393763,0.302850012164498,0.3151924023767828,65.3739082813263,0.3638074398040771,0.3548955917358398,1.7212061196362356,7.0,,,,,,,0.2,1.090384328196852e-05,5.0,0.7717846862118062,0.0,20.0,4.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,hig5dat7,2026-07-21T18:17:09Z,anpboost,in_context,1,rmse,0.2353148244399227,0.2294471023387094,0.238992950226787,0.2409518035177881,357.4988920688629,0.3121356964111328,0.3083579540252685,2.9652991982639447,158.0,,,,,,,0.0,3.1392574253118284e-05,5.0,0.1121865737283773,0.0,10.0,4.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,j818jkif,2026-07-21T16:34:34Z,anpboost,in_context,1,rmse,0.206244491949314,0.2482712539084093,0.2111085632536884,0.2608518408171395,521.9591863155365,0.3681952953338623,0.3383965492248535,4.185762502209457,132.0,,,,,,,0.2,5.4597054376998136e-05,10.0,0.1053508308667582,0.0,20.0,4.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,jxqwsi67,2026-07-21T15:52:02Z,anpboost,in_context,1,rmse,0.1340593743407352,0.2293787066775114,0.1369110831815606,0.2374648854970322,545.4026234149933,0.3430192470550537,0.3338222503662109,3.449714677895118,65.0,,,,,,,0.2,0.0002563473332261,20.0,0.1427109105814198,1.0,1000.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,ma1idjf8,2026-07-21T16:53:01Z,anpboost,in_context,1,rmse,0.2288269082843634,0.2279508800600019,0.2338206194834426,0.2434512296968287,892.6417441368103,0.3664929866790771,0.3603801727294922,2.844679759030584,126.0,,,,,,,0.0,1.2904721633073898e-05,20.0,0.2325748079967941,0.0,100.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,pxqa99mv,2026-07-21T16:13:53Z,anpboost,in_context,1,rmse,0.1761007940312295,0.2373514874940398,0.1801712089299325,0.2453513702932711,269.0128331184387,0.353339672088623,0.3193433284759521,3.508690551872801,56.0,,,,,,,0.2,0.0002371245680478,10.0,0.0322020325894309,1.0,100.0,16.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,s6n2akd7,2026-07-21T16:01:13Z,anpboost,in_context,1,rmse,0.1540475041193413,0.2401657129220691,0.1584171600873462,0.2490095509757218,340.4087917804718,0.3814558982849121,0.3491277694702148,3.480687103717069,145.0,,,,,,,0.2,0.0003013710908533,5.0,0.0130634630331783,0.0,10.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,t9zabiw3,2026-07-21T15:48:29Z,anpboost,in_context,1,rmse,0.1910670011301073,0.2344146749820517,0.1946852614239949,0.2419272916155599,205.9939000606537,0.3791601657867432,0.3447375297546386,3.4492530519444164,36.0,,,,,,,0.0,0.0002780425090632,10.0,0.0105542692281163,1.0,20.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,thp8ml3h,2026-07-21T16:07:00Z,anpboost,in_context,1,rmse,0.1308456248107272,0.2314022811996144,0.1388058379967453,0.243254634528666,406.0293350219727,0.3725476264953614,0.3443636894226074,3.4633534466293545,97.0,,,,,,,0.2,0.000956484407922,10.0,0.0109977032995056,0.0,100.0,4.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,ti4qc5rh,2026-07-21T16:25:33Z,anpboost,in_context,1,rmse,0.1325623249758411,0.2354887732006225,0.1411138660816365,0.2514949278628606,336.41697001457214,0.3804471492767334,0.3606581687927246,3.4561617847637787,146.0,,,,,,,0.2,0.0008392140711648,5.0,0.0107859712708854,0.0,10.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,usmeavqm,2026-07-21T17:29:47Z,anpboost,in_context,1,rmse,0.3128199427800727,0.3295017289529772,0.3168451860806668,0.3398017907466699,70.10311341285706,0.3208048343658447,0.3009474277496338,3.1744536606765084,10.0,,,,,,,0.2,1.5820851730418417e-05,5.0,0.0450196136386975,1.0,100.0,16.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,uutjd4nx,2026-07-21T17:07:59Z,anpboost,in_context,1,rmse,0.1595127624086386,0.2321548075997223,0.1648486599274213,0.245772957006971,476.9125211238861,0.3525764942169189,0.3549931049346924,3.449714677895118,117.0,,,,,,,0.2,0.0001496922341954,10.0,0.0831211929407696,1.0,1000.0,4.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,wjd6x620,2026-07-21T15:22:02Z,anpboost,in_context,1,rmse,0.305072385674985,0.313467278523737,0.3108169808204996,0.3280085163438007,70.96143674850464,0.372023344039917,0.3476390838623047,2.925939300506747,11.0,,,,,,,0.2,1.343677338411072e-05,5.0,0.1113002415673063,1.0,10.0,4.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,wsgaw5li,2026-07-21T16:31:15Z,anpboost,in_context,1,rmse,0.2645201001848493,0.3108132319469472,0.2710987449938412,0.3286200933549033,193.2893624305725,0.392714262008667,0.3676021099090576,4.40136285403615,70.0,,,,,,,0.2,2.9067203620664195e-05,5.0,0.1823458458254781,0.0,10.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,y5jmaoz9,2026-07-21T17:52:32Z,anpboost,in_context,1,rmse,0.2008813997594321,0.2336402815469765,0.2049837610862811,0.244827197160389,402.2280337810517,0.3565094470977783,0.3602323532104492,3.407338497668737,99.0,,,,,,,0.0,7.917412954846521e-05,10.0,0.1011064623519062,0.0,20.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed1,yii2i1ej,2026-07-21T15:30:06Z,anpboost,in_context,1,rmse,0.1620473030967579,0.2351950328619623,0.1678233063594804,0.2480446934177494,221.25329399108887,0.3106791973114013,0.3487529754638672,3.489852132070708,44.0,,,,,,,0.0,0.0004242243954166,10.0,0.5800570688908553,1.0,20.0,4.0,255.0,-1.0,,
anpboost-in_context-protein-seed2,1h17vj8u,2026-07-22T00:03:13Z,anpboost,in_context,2,rmse,0.2052469552601671,0.2524233452951036,0.1985899961783911,0.2256311211308853,381.2824921607971,0.2061862945556641,0.1953122615814209,3.415441083511225,101.0,,,,,,,0.0,7.917412954846521e-05,10.0,0.1011064623519062,0.0,20.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed2,3pxit8iu,2026-07-21T23:33:55Z,anpboost,in_context,2,rmse,0.1725661048490411,0.2602581903999717,0.1615495249784782,0.2245745579148184,265.98041009902954,0.1855528354644775,0.1840217113494873,3.437030717910742,68.0,,,,,,,0.0,0.0002507518284371,10.0,0.0302023368339538,1.0,10.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed2,4qji2rly,2026-07-21T22:43:27Z,anpboost,in_context,2,rmse,0.1481401131128185,0.2659083654344902,0.1332632456922365,0.2332308812426976,299.24119305610657,0.1964499950408935,0.1800336837768554,3.433335720690224,159.0,,,,,,,0.2,0.0008392140711648,5.0,0.0107859712708854,0.0,10.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed2,55tmqivs,2026-07-21T21:43:58Z,anpboost,in_context,2,rmse,0.3210720633795867,0.3377563622766497,0.312249299956531,0.2964956158270349,57.81856441497803,0.2179310321807861,0.2184062004089355,2.9050042470372666,10.0,,,,,,,0.2,1.343677338411072e-05,5.0,0.1113002415673063,1.0,10.0,4.0,255.0,-1.0,,
anpboost-in_context-protein-seed2,5tvr0u2j,2026-07-21T23:58:20Z,anpboost,in_context,2,rmse,0.241247901517755,0.2683450572508425,0.2325260946559573,0.2301463517465765,286.70202827453613,0.193474531173706,0.1853270530700683,2.125247286469273,150.0,,,,,,,0.0,3.9184339457363744e-05,5.0,0.7978205565731539,1.0,100.0,16.0,255.0,-1.0,,
anpboost-in_context-protein-seed2,6rh7jzf0,2026-07-21T22:58:47Z,anpboost,in_context,2,rmse,0.2360394840041104,0.2572003754364717,0.2289917577019136,0.2242377152287509,601.6908113956451,0.2041559219360351,0.1852006912231445,2.590105727585207,177.0,,,,,,,0.0,1.8406671834517417e-05,10.0,0.3476654204795515,0.0,20.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed2,6s0qwkby,2026-07-21T21:33:49Z,anpboost,in_context,2,rmse,0.1638765268624867,0.2596470779040642,0.1528913783694808,0.2254217645331654,502.7053678035736,0.228055715560913,0.222684621810913,3.477742565495032,139.0,,,,,,,0.2,0.0001381635682257,10.0,0.0261669745608544,1.0,20.0,8.0,255.0,-1.0,,
anpboost-in_context-protein-seed2,7rrt6ksz,2026-07-21T21:45:49Z,anpboost,in_context,2,rmse,0.1497189558341528,0.2501037958746872,0.1389643373389692,0.2206752436107398,261.8186514377594,0.2202935218811035,0.215564489364624,3.31892148003895,64.0,,,,,,,0.0,0.0004548624208721,10.0,0.2953847324956156,0.0,20.0,4.0,255.0,-1.0,,
anpboost-in_context-protein-seed2,7ulcg0id,2026-07-21T21:50:25Z,anpboost,in_context,2,rmse,0.1738732500774104,0.2596558369255187,0.1626894980772862,0.2241785758735282,193.27656197547915,0.1898081302642822,0.1370887756347656,3.19571784387614,41.0,,,,,,,0.0,0.0004242243954166,10.0,0.5800570688908553,1.0,20.0,4.0,255.0,-1.0,,
anpboost-in_context-protein-seed2,80nq5lut,2026-07-21T23:23:56Z,anpboost,in_context,2,rmse,0.1624663947766666,0.2602190988622988,0.1506489610838142,0.2246192417860243,487.7332236766815,0.1972594261169433,0.1976675987243652,3.439709695229592,135.0,,,,,,,0.2,0.0001496922341954,10.0,0.0831211929407696,1.0,1000.0,4.0,255.0,-1.0,,
anpboost-in_context-protein-seed2,8db5qh9k,2026-07-21T23:45:43Z,anpboost,in_context,2,rmse,0.2381097481225841,0.2595169340118495,0.2304034482311288,0.2232703803526343,650.7303476333618,0.1919605731964111,0.1881725788116455,3.3050057200718856,90.0,,,,,,,0.0,1.702035422361917e-05,20.0,0.0657821692431908,1.0,20.0,16.0,255.0,-1.0,,
anpboost-in_context-protein-seed2,9k0icm3c,2026-07-22T00:38:15Z,anpboost,in_context,2,rmse,0.2371837735591449,0.2583167809675857,0.2296970247806988,0.2215405230148494,368.701642036438,0.1857330799102783,0.1798799037933349,2.911768426412705,199.0,,,,,,,0.0,3.1392574253118284e-05,5.0,0.1121865737283773,0.0,10.0,4.0,255.0,-1.0,,
anpboost-in_context-protein-seed2,a0zhaac0,2026-07-21T21:23:05Z,anpboost,in_context,2,rmse,0.1424946336380696,0.2570275428453222,0.1268737872718518,0.2231009500788472,584.333646774292,0.2221236228942871,0.2187466621398925,3.519389765421656,168.0,,,,,,,0.2,0.0003600091192911,10.0,0.083744968684368,0.0,100.0,16.0,255.0,-1.0,,
anpboost-in_context-protein-seed2,ap23epnw,2026-07-21T22:37:15Z,anpboost,in_context,2,rmse,0.1983439482047582,0.2539496111645687,0.1879584481907223,0.211915160880147,323.51982712745667,0.1741976737976074,0.1490285396575927,3.383368184076022,87.0,,,,,,,0.0,0.0001083323625032,10.0,0.1351582698334605,0.0,100.0,8.0,255.0,-1.0,,
