task_name,data_split_seed,best_validation_score,run_id,test_rmse,test_crps
in_context,0,0.2398444589356629,tk8csctb,0.2496766104367519,0.1483436652018425
in_context,1,0.2585042554128414,4g3iacgh,0.2741424532144465,0.1576335099477178
in_context,2,0.2900037072544851,t7yvm8t5,0.258115771127165,0.1499599151524725
in_context,3,0.2358591866373086,1a6iahsq,0.2696290464717813,0.1577997407939375
in_context,4,0.2696246721615729,m4kncahn,0.2645740009101345,0.1505455781014227
few_shot,0,0.2471254572711456,pd5lrsuu,0.2857197813204869,0.1694242975584017
few_shot,1,0.3224425952847138,6wyrijvb,0.2676906838482375,0.1581193366285138
few_shot,2,0.300266259213951,n6t2yg7n,0.2759105888029636,0.1578096713152642
few_shot,3,0.2363681569656058,dj072o7x,0.2962888930112333,0.1781322695790358
few_shot,4,0.3114122896656039,n6ll5pau,0.3391986210913276,0.2048797365630335
