name,run_id,created_at,model_name,task_name,data_split_seed,validation_metric,validation_crps,validation_rmse,test_crps,test_rmse,fitting_time_s,validation_prediction_time_s,test_prediction_time_s,validation_fixed_effect_residual_rmse,best_boosting_round,model.np_params.dropout,model.np_train_params.learning_rate,model.np_train_params.epochs_per_round,model.lgbm_params.learning_rate,model.lgbm_params.lambda_l2,model.lgbm_params.min_data_in_leaf,model.lgbm_params.num_leaves,model.lgbm_params.max_bin,model.lgbm_params.max_depth,epochs_trained,model.params.dropout,model.train_params.learning_rate,model.train_params.lambda_l2,model.train_params.min_data_in_leaf,model.train_params.num_leaves,model.train_params.max_bin,model.train_params.max_depth
npboost-in_context-log_count-seed1,fgugytts,2026-07-20T09:40:02Z,npboost,in_context,1,rmse,0.1365488986211823,0.2756281103995726,0.1383615453606066,0.2760035925815221,1390.841245174408,0.7054016590118408,0.7703943252563477,6.07040366575531,173.0,0.0,1.5865500409725956e-05,20.0,0.019901994840577,0.0,100.0,4.0,255.0,-1.0,,,,,,,,
npboost-in_context-log_count-seed1,gnsgvi4z,2026-07-20T10:09:11Z,npboost,in_context,1,rmse,0.1083412693218382,0.2597263399550115,0.1146024040215858,0.2848370898584966,1204.3512494564056,0.7023537158966064,0.8871073722839355,6.047386550278176,141.0,0.2,0.0002563473332261,20.0,0.1427109105814198,1.0,1000.0,8.0,255.0,-1.0,,,,,,,,
npboost-in_context-log_count-seed1,id39e6rt,2026-07-20T09:33:11Z,npboost,in_context,1,rmse,0.1170869764567322,0.2679429559260061,0.1238094879515004,0.2840201074843819,402.70054149627686,0.8813042640686035,0.8890054225921631,5.887782293194312,117.0,0.0,0.0001721990923545,5.0,0.1380161223304589,0.0,1000.0,16.0,255.0,-1.0,,,,,,,,
npboost-in_context-log_count-seed1,ix7pi2id,2026-07-20T09:27:58Z,npboost,in_context,1,rmse,0.1170829874243312,0.2832996115674447,0.1204187662564288,0.2953138463262458,304.6376509666443,0.8099956512451172,0.7315013408660889,6.277145712041517,46.0,0.0,0.0004242243954166,10.0,0.5800570688908553,1.0,20.0,4.0,255.0,-1.0,,,,,,,,
npboost-in_context-log_count-seed1,ks3vixv7,2026-07-20T12:00:49Z,npboost,in_context,1,rmse,0.1720566736051851,0.2740847398877715,0.1731051532217144,0.2747331503839582,959.1379642486572,0.8267083168029785,0.8173964023590088,5.083040484863408,113.0,0.0,1.2904721633073898e-05,20.0,0.2325748079967941,0.0,100.0,8.0,255.0,-1.0,,,,,,,,
npboost-in_context-log_count-seed1,l0lcgl66,2026-07-20T12:16:56Z,npboost,in_context,1,rmse,0.1173952158209507,0.269972618622443,0.1206314048830187,0.2825012696267004,802.4779500961304,0.7076601982116699,0.8101198673248291,6.15562868155255,159.0,0.2,0.0001496922341954,10.0,0.0831211929407696,1.0,1000.0,4.0,255.0,-1.0,,,,,,,,
npboost-in_context-log_count-seed1,nh328e32,2026-07-20T08:10:26Z,npboost,in_context,1,rmse,0.109612514932124,0.2585892958709687,0.1163478418691735,0.2809440864800731,826.780522108078,0.8102750778198242,0.8016293048858643,6.10551219111803,167.0,0.2,0.0003600091192911,10.0,0.083744968684368,0.0,100.0,16.0,255.0,-1.0,,,,,,,,
npboost-in_context-log_count-seed1,qwtq2nc3,2026-07-20T11:30:25Z,npboost,in_context,1,rmse,0.1298250036000754,0.2930951846477836,0.1290723605394814,0.292997973912545,1057.0986461639404,0.8180251121520996,0.8490922451019287,6.270610959363324,219.0,0.2,5.4597054376998136e-05,10.0,0.1053508308667582,0.0,20.0,4.0,255.0,-1.0,,,,,,,,
npboost-in_context-log_count-seed1,s7qvjv8t,2026-07-20T13:41:54Z,npboost,in_context,1,rmse,0.1936500926549583,0.3039696261284287,0.1964851216693005,0.3121441324431599,402.86630296707153,0.8448846340179443,0.7695057392120361,3.4122131812022016,117.0,0.0,3.9184339457363744e-05,5.0,0.7978205565731539,1.0,100.0,16.0,255.0,-1.0,,,,,,,,
npboost-in_context-log_count-seed1,t1a3159n,2026-07-20T10:51:12Z,npboost,in_context,1,rmse,0.1178787799661236,0.2584900713726709,0.1217131154411005,0.2662719015009687,755.3349585533142,0.7620036602020264,0.7335598468780518,6.054090563304642,157.0,0.0,0.0001083323625032,10.0,0.1351582698334605,0.0,100.0,8.0,255.0,-1.0,,,,,,,,
