name,run_id,model_name,task_name,data_split_seed,validation_metric,validation_crps,validation_rmse,test_crps,test_rmse,fitting_time_s,validation_prediction_time_s,test_prediction_time_s,validation_rmse_best,validation_rmse_best_epoch,validation_rmse_best_restored,model.params.dropout,model.train_params.learning_rate,validation_fixed_effect_residual_rmse,test_fixed_effect_residual_rmse,model.np_params.dropout,model.np_train_params.learning_rate,model.np_train_params.epochs_per_round,model.lgbm_params.learning_rate,model.lgbm_params.lambda_l2,model.lgbm_params.min_data_in_leaf,model.lgbm_params.num_leaves,model.lgbm_params.max_bin,model.lgbm_params.max_depth,model.train_params.lambda_l2,model.train_params.min_data_in_leaf,model.train_params.num_leaves,model.train_params.max_bin,model.train_params.max_depth
npboost-few_shot-log_price-seed2,1qp2yxej,npboost,few_shot,2,rmse,0.1593433127076345,0.3096709640104434,0.1509540093245942,0.3204226305352583,6677.355807065964,1.608714580535889,1.6310889720916748,0.2648941689652406,,,,,9.50729637168729,9.524554616405265,0.0,0.0004548624208721,10.0,0.2953847324956156,0.0,20.0,4.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,3evqs5oq,npboost,few_shot,2,rmse,0.1721308056033057,0.3237690403954082,0.1554979457088073,0.3257337677562951,9864.591366529465,1.751532793045044,1.6557254791259766,0.2644892542963158,,,,,9.278764170017691,9.340728626663363,0.0,0.0001083323625032,10.0,0.1351582698334605,0.0,100.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,3tjm0mdv,npboost,few_shot,2,rmse,0.1226853796511262,0.2572974730299003,0.1500037152559097,0.3274672315626353,25614.355531930923,2.5348050594329834,2.700366258621216,0.2569363490619533,,,,,9.450736957448791,9.491243909416555,0.2,0.0001605191133358,20.0,0.0750195444362012,1.0,20.0,4.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,5qygybfg,npboost,few_shot,2,rmse,0.1606164796300537,0.2913940004311682,0.175759263519985,0.3395975173801659,6974.862029790878,1.3362972736358645,1.4835467338562012,0.277527665826777,,,,,8.757584670497613,8.910403136766284,0.2,5.4597054376998136e-05,10.0,0.1053508308667582,0.0,20.0,4.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,5qynto7w,npboost,few_shot,2,rmse,0.1334559284274182,0.2654892338582205,0.1584005063640582,0.3295013440609629,12071.596373558044,2.2617666721343994,2.2052509784698486,0.2610041965787598,,,,,9.464071011756708,9.517423578105776,0.2,0.0001381635682257,10.0,0.0261669745608544,1.0,20.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,7eq6qx8n,npboost,few_shot,2,rmse,0.1241334629946426,0.2534744241786519,0.1466239178594354,0.3049562719913073,6587.7413692474365,1.7713589668273926,1.6558709144592283,0.251439430916457,,,,,9.174731256272551,9.232665448694746,0.2,0.0004385170256085,10.0,0.8972612866432508,1.0,20.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,7q382wjt,npboost,few_shot,2,rmse,0.1371068920084703,0.2774705716423966,0.1518075456378587,0.329851924553263,8186.654084682465,1.0150065422058103,0.9930438995361328,0.2605824270535635,,,,,9.513319220357683,9.558265909886872,0.2,0.0004276097878757,10.0,0.0133482983182945,0.0,100.0,4.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,96j3o7ft,npboost,few_shot,2,rmse,0.1413785109562141,0.2842229427030633,0.1553249487616161,0.327939240401724,4525.954685688019,1.7800133228302002,1.622208595275879,0.2660006135205094,,,,,9.52433658126377,9.56770769859463,0.2,0.0008392140711648,5.0,0.0107859712708854,0.0,10.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,al32b2gr,npboost,few_shot,2,rmse,0.1398846371737169,0.2830351939479104,0.1593876902738705,0.3326501432149103,3061.7453470230103,1.6648101806640625,1.416224718093872,0.2702795868254348,,,,,9.02409320913772,9.069401287744954,0.0,0.0001721990923545,5.0,0.1380161223304589,0.0,1000.0,16.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,c2x5aw0v,npboost,few_shot,2,rmse,0.160426930016009,0.2949341883111572,0.1794389084435913,0.3315418632941606,8797.327444791794,1.639878749847412,1.4809226989746094,0.2723416750100928,,,,,9.220279196702348,9.27573301190702,0.0,1.5865500409725956e-05,20.0,0.019901994840577,0.0,100.0,4.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,gejq0lqb,npboost,few_shot,2,rmse,0.1878996833505289,0.309469799787862,0.2055781171900993,0.3427598200018978,4123.719634056091,1.6674892902374268,1.6141352653503418,0.2950759606932811,,,,,7.170811753626709,7.219583416601334,0.2,2.9067203620664195e-05,5.0,0.1823458458254781,0.0,10.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,gw4i9ktf,npboost,few_shot,2,rmse,0.2573664501237992,0.3903162254803959,0.2615826321450443,0.3874687491451765,3671.187499523163,1.6747949123382568,1.7273192405700684,0.3371624537064175,,,,,6.715752705295273,6.714352121950333,0.2,1.343677338411072e-05,5.0,0.1113002415673063,1.0,10.0,4.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,izzxu6ya,npboost,few_shot,2,rmse,0.1260001475064903,0.2659737696329391,0.1551174997155222,0.3353832451718012,9497.724051713943,1.905900001525879,1.6890783309936523,0.2642655964927476,,,,,9.429113399802644,9.473041973961514,0.2,0.0002563473332261,20.0,0.1427109105814198,1.0,1000.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,lcbekudd,npboost,few_shot,2,rmse,0.1599542429163321,0.2879845468508032,0.1842930194080565,0.3533088207464282,10350.424362897871,0.9376962184906006,0.9908287525177002,0.2856438144546065,,,,,9.097405511815658,9.137256446152806,0.2,2.017016316297149e-05,20.0,0.0582929613195039,1.0,1000.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,lnb9vfbd,npboost,few_shot,2,rmse,0.1522540378473888,0.2912344639187545,0.150785328649948,0.3169561742166155,10443.804381608965,4.658336639404297,4.6340391635894775,0.2564870901627825,,,,,9.468262558157669,9.526095494024068,0.2,0.0003600091192911,10.0,0.083744968684368,0.0,100.0,16.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,mb1do85r,npboost,few_shot,2,rmse,0.148045234802329,0.2680458342424827,0.1694682606387213,0.3184694272926529,4461.387529850006,0.9078021049499512,0.8456149101257324,0.2622149167240294,,,,,7.395972740532514,7.450752972885137,0.0,3.1392574253118284e-05,5.0,0.1121865737283773,0.0,10.0,4.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,mf4ani8q,npboost,few_shot,2,rmse,0.1295227973587698,0.2669315372354622,0.1604650789693577,0.3407372527899087,4117.971027851105,1.107879877090454,0.9711108207702636,0.2650545205849985,,,,,9.545596807026715,9.588184659980714,0.0,0.0002507518284371,10.0,0.0302023368339538,1.0,10.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,o5sf8os4,npboost,few_shot,2,rmse,0.1275902592384459,0.2649925638814561,0.1446468727132374,0.3158264338380412,18560.31265807152,4.219123363494873,4.135952711105347,0.2525897898309759,,,,,9.4939697636689,9.533873116927884,0.2,0.0002371245680478,10.0,0.0322020325894309,1.0,100.0,16.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,o7rcm6xk,npboost,few_shot,2,rmse,0.1486176863351168,0.2879241772859892,0.1572638329772668,0.3212538346296454,3132.2387747764587,0.904407262802124,0.9373118877410888,0.2683577476042223,,,,,9.184231164915689,9.232357370262182,0.0,7.917412954846521e-05,10.0,0.1011064623519062,0.0,20.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,oz3n5x51,npboost,few_shot,2,rmse,0.1408084271756477,0.2754838164974252,0.1579770424639263,0.312603046637199,8312.345588445663,1.0377609729766846,1.1408929824829102,0.2553894450368563,,,,,8.676236215397335,8.72490855384346,0.0,1.702035422361917e-05,20.0,0.0657821692431908,1.0,20.0,16.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,pyt73c9s,npboost,few_shot,2,rmse,0.1288288990114607,0.26408947425599,0.1532969794062786,0.3258942748394065,4945.464839220047,1.76611065864563,1.5852267742156982,0.2605319591238974,,,,,9.801721431292448,9.735024415154829,0.0,0.0004242243954166,10.0,0.5800570688908553,1.0,20.0,4.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,r7q76bfr,npboost,few_shot,2,rmse,0.1413504137484912,0.2709299760177895,0.1670083284879457,0.3332384860594243,4107.766233205795,1.7093160152435305,1.6136837005615234,0.2685692112605654,,,,,9.509083590688668,9.557926212281384,0.2,0.0003013710908533,5.0,0.0130634630331783,0.0,10.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,rvf5f1qn,npboost,few_shot,2,rmse,0.2585008168106276,0.3574387029697449,0.277328735546108,0.399742273659018,5366.408606529236,2.5396323204040527,2.41965389251709,0.3368699205960432,,,,,6.801787869141712,6.284623012439153,0.2,1.090384328196852e-05,5.0,0.7717846862118062,0.0,20.0,4.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,s4wqnfqk,npboost,few_shot,2,rmse,0.1539941718997526,0.2822657092449442,0.1640016870669135,0.3077232215281388,3305.8720467090607,1.1334962844848633,1.1291491985321045,0.256556414245205,,,,,8.867578077946709,9.008288352369409,0.2,0.0001082971516786,10.0,0.2589103504433043,0.0,20.0,16.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,sr7sbgsj,npboost,few_shot,2,rmse,0.1326935565036643,0.2524238193517094,0.1569970612771629,0.3077486921911612,8186.763761043549,1.2060954570770264,1.100294828414917,0.2515968701812995,,,,,6.070805018891731,6.14189336032987,0.0,1.8406671834517417e-05,10.0,0.3476654204795515,0.0,20.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,vxxul3g6,npboost,few_shot,2,rmse,0.1340783431527362,0.2623107647344968,0.1597396214928411,0.3181605227607008,9769.85216140747,1.037304162979126,0.8976361751556396,0.2606688842146796,,,,,6.847957476680399,6.921882121750064,0.0,1.2904721633073898e-05,20.0,0.2325748079967941,0.0,100.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,xa0onv5d,npboost,few_shot,2,rmse,0.1428459702472251,0.2850474213341807,0.1696904417718873,0.3503485240976686,4938.115682840347,1.0668480396270752,1.1525766849517822,0.2707022396186452,,,,,9.376724182894671,9.463526381338914,0.2,0.0001496922341954,10.0,0.0831211929407696,1.0,1000.0,4.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,xgonzm0r,npboost,few_shot,2,rmse,0.1282183323625353,0.269735195974154,0.1524361308816855,0.3328433818230106,8895.008496522903,1.7641518115997314,1.5750443935394287,0.2670311145020057,,,,,9.526026537589484,9.570345697916016,0.2,0.000956484407922,10.0,0.0109977032995056,0.0,100.0,4.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,xhj18cke,npboost,few_shot,2,rmse,0.1432528738667066,0.2873854941383886,0.1613789656059473,0.3442975546377597,4745.371193408966,1.443328619003296,1.5072627067565918,0.2678487899910368,,,,,9.532228167162192,9.5748302028439,0.0,0.0002780425090632,10.0,0.0105542692281163,1.0,20.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,xn4w1xmf,npboost,few_shot,2,rmse,0.1568512991702385,0.2625849299959247,0.1826312630710541,0.3048882359423064,2585.7030234336853,1.0190041065216064,1.0519263744354248,0.2609384779955053,,,,,4.780270075378859,4.708319009366175,0.0,3.9184339457363744e-05,5.0,0.7978205565731539,1.0,100.0,16.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,yr7dk24o,npboost,few_shot,2,rmse,0.1563652668256756,0.2886499182177195,0.1679444614143652,0.3202358797799096,3847.150344371796,0.933934450149536,0.9650568962097168,0.2642692621317132,,,,,9.142927668627454,9.209055613231664,0.2,0.0001181285816262,5.0,0.0610030224551816,0.0,10.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed2,z3v2h2j9,npboost,few_shot,2,rmse,0.2457440589742383,0.3664306339054577,0.2655840762155415,0.4059316631306363,2563.177376747132,1.0504093170166016,1.0922205448150637,0.3490054531001793,,,,,7.814098753712976,7.844741549276108,0.2,1.5820851730418417e-05,5.0,0.0450196136386975,1.0,100.0,16.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,27zquugt,npboost,few_shot,3,rmse,0.1593535937086421,0.2738069578856666,0.1760927579145808,0.2836868950106875,5424.429856777191,2.207425832748413,2.3137803077697754,0.2682755825403565,,,,,4.672679152931064,4.626223848903281,0.0,3.9184339457363744e-05,5.0,0.7978205565731539,1.0,100.0,16.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,2rey6mah,npboost,few_shot,3,rmse,0.1335456718926665,0.2861340327829483,0.1393146632324068,0.2903161252291822,8857.87506222725,2.645987749099731,2.340195655822754,0.2816500901066581,,,,,9.508549057229114,9.47159652113994,0.2,0.0004276097878757,10.0,0.0133482983182945,0.0,100.0,4.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,4hvwmtdq,npboost,few_shot,3,rmse,0.1341884240370844,0.2820411513990611,0.1420699220721011,0.2940050669324631,8330.263714313507,3.0078155994415283,2.706678867340088,0.2784198208397512,,,,,9.519799632038334,9.484687769595634,0.0,0.0002780425090632,10.0,0.0105542692281163,1.0,20.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,6mhcryh3,npboost,few_shot,3,rmse,0.2153428091331885,0.3321619288134792,0.2227135070792267,0.3321771571990038,4566.453659296036,1.3366050720214844,1.29557466506958,0.3170688521011443,,,,,6.875996744694379,6.783064697318975,0.2,1.343677338411072e-05,5.0,0.1113002415673063,1.0,10.0,4.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,9a4gpxc7,npboost,few_shot,3,rmse,0.1531830996715376,0.2650541008120424,0.1679152169623795,0.2741869903984775,8252.299909830093,2.4976608753204346,2.594938039779663,0.264446613710442,,,,,5.872703474964822,5.82938890459934,0.0,1.8406671834517417e-05,10.0,0.3476654204795515,0.0,20.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,9ch4hibm,npboost,few_shot,3,rmse,0.1322713053361791,0.2735000221268264,0.140045189598674,0.2826395322851507,5287.631085157394,1.6545493602752686,1.4528484344482422,0.2720272028336779,,,,,9.478182517570914,9.451571597235676,0.2,0.0003600091192911,10.0,0.083744968684368,0.0,100.0,16.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,9t20hhop,npboost,few_shot,3,rmse,0.1418340944789364,0.2925102805572254,0.1403320229318353,0.2903662281411744,8201.603332519531,2.615318298339844,2.4128565788269043,0.2807027009180925,,,,,9.51743836596362,9.483088053837212,0.2,0.000956484407922,10.0,0.0109977032995056,0.0,100.0,4.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,a64wg2g0,npboost,few_shot,3,rmse,0.1417313343606941,0.2900777617653798,0.1482695746254918,0.2946707410601871,9865.773576259611,2.4832763671875,2.322244644165039,0.2849325320698032,,,,,9.397771328795804,9.374169373831949,0.2,0.0001496922341954,10.0,0.0831211929407696,1.0,1000.0,4.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,c3i4ln1i,npboost,few_shot,3,rmse,0.1363659330010797,0.2870342191208073,0.1394049571036228,0.2878755153832411,5111.671974182129,1.5955259799957275,1.2531354427337646,0.2759897092753674,,,,,9.353400474272837,9.27815473200012,0.0,0.0004242243954166,10.0,0.5800570688908553,1.0,20.0,4.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,cqgsvhk2,npboost,few_shot,3,rmse,0.1409972639302417,0.2745637944819735,0.1468328567938133,0.2787906498498213,15100.71559715271,2.536174058914185,2.3850722312927246,0.2648209470962598,,,,,8.739313762157646,8.71783606516354,0.0,1.702035422361917e-05,20.0,0.0657821692431908,1.0,20.0,16.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,d4t4f32r,npboost,few_shot,3,rmse,0.1391153387784396,0.2872565169639163,0.1364603366839229,0.284221672938434,7858.454042434692,1.332819938659668,1.1597087383270264,0.2721951911006923,,,,,9.582092302969636,9.516599203620336,0.0,0.0004548624208721,10.0,0.2953847324956156,0.0,20.0,4.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,dh9pvbvz,npboost,few_shot,3,rmse,0.1873852519821523,0.3433122584974323,0.1867229629145852,0.3293330130384178,15193.806441307068,2.160630464553833,2.158890962600708,0.3163328278418325,,,,,9.10186867725749,9.029965077593324,0.2,2.017016316297149e-05,20.0,0.0582929613195039,1.0,1000.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,djjylwth,npboost,few_shot,3,rmse,0.1690453536813278,0.3253263280974216,0.1489346973598759,0.2953820598295191,2273.485937595367,1.2486929893493652,1.0393719673156738,0.2900415108482465,,,,,9.14999635715046,9.084137241279686,0.0,0.0001721990923545,5.0,0.1380161223304589,0.0,1000.0,16.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,dtt42ir4,npboost,few_shot,3,rmse,0.2190708037642141,0.3637229956839568,0.2143587170187087,0.3306825383087813,7951.411016225815,2.6355113983154297,2.583085775375366,0.329074637521734,,,,,7.860358539138804,7.811935540996845,0.2,1.5820851730418417e-05,5.0,0.0450196136386975,1.0,100.0,16.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,dv8130ke,npboost,few_shot,3,rmse,0.1689096945055702,0.3198824405433066,0.1494045769139116,0.2859289033175911,3947.559621810913,2.833933115005493,2.422866106033325,0.2813387950680189,,,,,9.183611592987347,9.157965088089584,0.0,0.0001083323625032,10.0,0.1351582698334605,0.0,100.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,elk4oste,npboost,few_shot,3,rmse,0.1456876288876847,0.2824365122010846,0.1589223320711284,0.3061183075493716,5688.7792847156525,1.5517001152038574,1.3428211212158203,0.2824216483063703,,,,,9.482178868226791,9.458528662801507,0.2,0.0001381635682257,10.0,0.0261669745608544,1.0,20.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,ep51tgux,npboost,few_shot,3,rmse,0.1331185702722009,0.27192683201164,0.1373358546713974,0.2732033202461572,19677.874215841293,2.659174680709839,2.3194637298583984,0.2653935942070859,,,,,7.061976503895588,7.037025337251077,0.0,1.2904721633073898e-05,20.0,0.2325748079967941,0.0,100.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,f0bdpp42,npboost,few_shot,3,rmse,0.1579932676798578,0.2877203786431974,0.1632779602396375,0.2872703816721132,9165.168942213058,1.9335403442382808,1.883387804031372,0.2756510619036194,,,,,7.360996022139021,7.356475931197939,0.0,3.1392574253118284e-05,5.0,0.1121865737283773,0.0,10.0,4.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,i0nvdrk4,npboost,few_shot,3,rmse,0.1322583554005005,0.2826447276014628,0.1340266135373366,0.2810070537181149,12026.822668790815,2.335048198699951,2.3923182487487797,0.2793813356948118,,,,,9.508132182769634,9.47447461977808,0.2,0.0002563473332261,20.0,0.1427109105814198,1.0,1000.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,i7kl7nir,npboost,few_shot,3,rmse,0.1415687911156593,0.2922681569818977,0.1332233543991982,0.2777557405495932,12338.477722883224,1.633648157119751,1.50663161277771,0.271721949660749,,,,,9.418482475966265,9.395312457969858,0.2,0.0001605191133358,20.0,0.0750195444362012,1.0,20.0,4.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,ilim50lx,npboost,few_shot,3,rmse,0.1391802778538148,0.2898634955579806,0.1512485309366499,0.3029215480337012,5321.392082929611,2.623684883117676,2.1825382709503174,0.2850128976078498,,,,,9.515118608712882,9.479626824589351,0.2,0.0008392140711648,5.0,0.0107859712708854,0.0,10.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,ivg5oaug,npboost,few_shot,3,rmse,0.181145607365559,0.3355375083995913,0.1671292299284368,0.2996801707809243,9622.201976299286,2.3690502643585205,2.304962635040283,0.2854969871383521,,,,,7.335432312193019,7.259125235314072,0.2,2.9067203620664195e-05,5.0,0.1823458458254781,0.0,10.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,pjs5f4jp,npboost,few_shot,3,rmse,0.165626431129351,0.3028729826845427,0.1642952259213104,0.2939041078925778,6364.241274595261,2.5763256549835205,2.380448818206787,0.2872875586361947,,,,,9.19188656906654,9.148710344880852,0.2,0.0001181285816262,5.0,0.0610030224551816,0.0,10.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,rm2gogy5,npboost,few_shot,3,rmse,0.2422479151862416,0.3634368267545845,0.240083527248143,0.3368436928991261,4418.204392194748,1.428400993347168,1.595980882644653,0.3419482104876897,,,,,8.011144892366168,7.509422698656687,0.2,1.090384328196852e-05,5.0,0.7717846862118062,0.0,20.0,4.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,rmr4g9g3,npboost,few_shot,3,rmse,0.1403606181406163,0.2869006888173288,0.1426035642285273,0.2872978565458464,8866.705064535141,2.579975843429565,2.5127627849578857,0.2782093652240536,,,,,9.491223289335013,9.459186426773092,0.2,0.0003013710908533,5.0,0.0130634630331783,0.0,10.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,tj3ho7zm,npboost,few_shot,3,rmse,0.1363400455255481,0.2779425883021101,0.1382689493912113,0.2758179849740534,3973.658725500107,1.3678641319274902,1.4447779655456543,0.27073093384405,,,,,9.243165497886512,9.185897142375884,0.2,0.0004385170256085,10.0,0.8972612866432508,1.0,20.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,ucwwfsed,npboost,few_shot,3,rmse,0.1511095569996232,0.2924098871911271,0.149150341353117,0.281396157747062,9788.69265127182,2.281461000442505,1.9378199577331543,0.2650858008534468,,,,,8.912814305122737,8.93230554801248,0.2,0.0001082971516786,10.0,0.2589103504433043,0.0,20.0,16.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,wfgz1dsg,npboost,few_shot,3,rmse,0.1333339465432975,0.2739095362059059,0.1399106138120428,0.2804906868691372,8636.855259656906,2.746667623519897,2.3968331813812256,0.2737588610579786,,,,,9.487328258270455,9.463720143531631,0.2,0.0002371245680478,10.0,0.0322020325894309,1.0,100.0,16.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,wumhkudd,npboost,few_shot,3,rmse,0.1436707620626855,0.2966513321700456,0.1396224972707596,0.2872980384807951,6237.694626331329,2.439058780670166,2.363711357116699,0.2776213924042811,,,,,9.52769781243513,9.49138308437996,0.0,0.0002507518284371,10.0,0.0302023368339538,1.0,10.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,xd25zdup,npboost,few_shot,3,rmse,0.1433091312742611,0.2836698466511527,0.1439500678876017,0.285091617843412,6998.814249277115,2.181869983673096,1.84161376953125,0.2760208475485572,,,,,9.091508415200463,9.06217704147546,0.0,7.917412954846521e-05,10.0,0.1011064623519062,0.0,20.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,xuyr6956,npboost,few_shot,3,rmse,0.1408230227023892,0.2811358598529455,0.1500560739914278,0.289630984833121,14103.361305475237,2.791938066482544,2.760097980499268,0.2790331927631662,,,,,9.241306721650853,9.20930887814855,0.0,1.5865500409725956e-05,20.0,0.019901994840577,0.0,100.0,4.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed3,y26wbvtv,npboost,few_shot,3,rmse,0.1985410208057657,0.3663776432261695,0.1801008964825731,0.3146987990930867,6648.999675989151,2.821673393249512,2.465726613998413,0.3007002266349276,,,,,8.96002223444531,8.917498967437126,0.2,5.4597054376998136e-05,10.0,0.1053508308667582,0.0,20.0,4.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed4,05j62nh7,npboost,few_shot,4,rmse,0.1311819448229972,0.2606267916717582,0.1331317581654463,0.2657385518585488,6544.632605552673,2.4846982955932617,2.792865514755249,0.2544950255822524,,,,,9.289156405053133,9.363310380203282,0.0,0.0004242243954166,10.0,0.5800570688908553,1.0,20.0,4.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed4,0t5x61hx,npboost,few_shot,4,rmse,0.1350835739628652,0.2671731932601401,0.1258116380956429,0.2532532874341379,8234.490733146667,2.533149242401123,2.483978033065796,0.2492215650700991,,,,,9.161876659994624,9.227883033304328,0.2,0.0004385170256085,10.0,0.8972612866432508,1.0,20.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed4,1x7fzqf4,npboost,few_shot,4,rmse,0.1556459832459353,0.2770308900729586,0.1686912309134801,0.3028107955721054,8503.50513100624,2.406977415084839,2.5732500553131104,0.2726741336604158,,,,,8.930157804125175,9.049096520414317,0.2,5.4597054376998136e-05,10.0,0.1053508308667582,0.0,20.0,4.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed4,27px36zr,npboost,few_shot,4,rmse,0.1316747580753283,0.267080222890417,0.1332683148930314,0.2696455769215009,5150.9265241622925,2.5090255737304688,2.7347209453582764,0.2582871124918569,,,,,9.067270856877672,9.183116010320967,0.0,0.0001721990923545,5.0,0.1380161223304589,0.0,1000.0,16.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed4,2f3n69ky,npboost,few_shot,4,rmse,0.1232427280806423,0.2438266446711141,0.1287612773057463,0.2543058151868463,17508.57565188408,1.9356825351715088,2.101233720779419,0.2399806584118666,,,,,5.843485195188256,5.930982786705075,0.0,1.8406671834517417e-05,10.0,0.3476654204795515,0.0,20.0,8.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed4,2ht05fec,npboost,few_shot,4,rmse,0.1683850465731674,0.2942687202024399,0.1818693932309251,0.281473035060553,8716.305317640305,2.0855870246887207,2.681285858154297,0.2659984642294586,,,,,9.194218722341214,9.320598087500477,0.0,1.5865500409725956e-05,20.0,0.019901994840577,0.0,100.0,4.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed4,3avqyv09,npboost,few_shot,4,rmse,0.1302152276307009,0.2653927635180073,0.1351765058250187,0.2753383330088896,7266.408694028854,2.6259586811065674,2.467773675918579,0.2614034387312381,,,,,9.485308606974291,9.612992955628847,0.2,0.000956484407922,10.0,0.0109977032995056,0.0,100.0,4.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed4,3d2z266i,npboost,few_shot,4,rmse,0.2590845421726784,0.4269727110861238,0.2367248332494538,0.3471937887615751,4412.980828046799,1.5270771980285645,1.5793261528015137,0.386307371683804,,,,,7.808733219780705,7.880552218674938,0.2,1.5820851730418417e-05,5.0,0.0450196136386975,1.0,100.0,16.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed4,3fbye7dh,npboost,few_shot,4,rmse,0.139263286938828,0.2598189026117232,0.137052904787965,0.2513437490830494,6306.426103591919,1.4917237758636477,1.5655858516693115,0.2492022794051345,,,,,8.842864691912514,9.044295301068654,0.2,0.0001082971516786,10.0,0.2589103504433043,0.0,20.0,16.0,255.0,-1.0,,,,,
npboost-few_shot-log_price-seed4,3p1ptoeu,npboost,few_shot,4,rmse,0.1397512296880229,0.2748876288244365,0.1299653575231334,0.2638307283968299,7105.975346803665,2.222236633300781,2.3000564575195312,0.2556658485399309,,,,,9.066801480710984,9.184407669116396,0.0,0.0001083323625032,10.0,0.1351582698334605,0.0,100.0,8.0,255.0,-1.0,,,,,
